Course_number_group,Term,Course_number,subject,score,course_units
2531180_11,4011,2531180,مهندسي مكانيك,14.5,3            
2531180_11,4011,2531180,مهندسي مكانيك,9,3            
2531180_11,4011,2531180,مهندسي مكانيك,11.75,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,13.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,10.5,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,10,3            
2531180_12,4011,2531180,مهندسي شيمي,14.8,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي كامپيوتر,10,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,10,3            
2531180_12,4011,2531180,مهندسي مكانيك,17,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,10,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,10,3            
2531180_12,4011,2531180,مهندسي مكانيك,----,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي مكانيك,16.2,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,----,3            
2531180_12,4011,2531180,مهندسي ساخت و توليد,----,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_12,4011,2531180,مهندسي مكانيك,10,3            
2531180_12,4011,2531180,مهندسي مكانيك,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,13,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,18.25,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,11.75,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,10,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,13,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,17.5,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,12,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,11,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,12,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,----,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,4011,2531180,مهندسي كامپيوتر,13,3            
